iter	Passed	Remaining
406	5845	8516
407	5858	8501
408	5872	8485
409	5885	8469
410	5898	8453
411	5910	8435
412	5923	8418
413	5935	8401
414	5948	8384
415	5959	8366
416	5971	8349
417	5984	8331
418	5997	8316
419	6010	8300
420	6023	8284
421	6036	8267
422	6050	8253
423	6065	8239
424	6078	8223
425	6091	8207
426	6103	8190
427	6115	8173
428	6128	8157
429	6141	8140
430	6153	8123
431	6165	8106
432	6179	8091
433	6193	8077
434	6206	8061
435	6219	8045
436	6231	8028
437	6244	8012
438	6257	7997
439	6271	7981
440	6283	7965
441	6298	7951
442	6313	7937
443	6327	7923
444	6341	7908
445	6357	7896
446	6371	7882
447	6385	7868
448	6398	7852
449	6411	7835
450	6423	7818
451	6435	7802
452	6447	7785
453	6459	7768
454	6473	7754
455	6486	7737
456	6498	7721
457	6511	7705
458	6523	7689
459	6535	7672
460	6547	7655
461	6560	7639
462	6572	7623
463	6585	7606
464	6597	7590
465	6609	7574
466	6621	7557
467	6634	7541
468	6646	7525
469	6660	7510
470	6677	7500
471	6732	7530
472	6755	7526
473	6772	7515
474	6788	7502
475	6804	7490
476	6821	7478
477	6835	7465
478	6851	7452
479	6866	7438
480	6888	7432
481	6907	7423
482	6925	7413
483	6941	7400
484	6958	7388
485	6974	7375
486	6991	7364
487	7005	7350
488	7022	7338
489	7036	7323
490	7050	7309
491	7065	7295
492	7081	7282
493	7096	7269
494	7111	7255
495	7125	7240
496	7138	7224
497	7151	7208
498	7164	7193
499	7177	7177
500	7190	7162
501	7205	7148
502	7220	7134
503	7235	7120
504	7251	7108
505	7266	7093
506	7283	7082
507	7297	7067
508	7310	7052
509	7326	7038
510	7343	7027
511	7361	7016
512	7378	7004
513	7398	6995
514	7416	6984
515	7432	6971
516	7453	6963
517	7471	6952
518	7493	6944
519	7511	6933
520	7528	6921
521	7546	6910
522	7565	6899
523	7583	6888
524	7603	6879
525	7619	6866
526	7640	6857
527	7659	6847
528	7675	6833
529	7692	6821
530	7707	6807
531	7727	6797
532	7742	6783
533	7761	6773
534	7780	6762
535	7799	6751
536	7817	6740
537	7832	6726
538	7851	6715
539	7870	6704
540	7895	6698
541	7911	6685
542	7927	6671
543	7944	6659
544	7961	6646
545	7977	6633
546	7998	6623
547	8018	6613
548	8040	6605
549	8060	6595
550	8080	6584
551	8103	6576
552	8126	6569
553	8146	6558
554	8166	6548
555	8183	6534
556	8201	6522
557	8221	6512
558	8237	6498
559	8254	6485
560	8270	6471
561	8286	6458
562	8301	6443
563	8317	6429
564	8337	6419
565	8352	6404
566	8367	6390
567	8382	6375
568	8399	6362
569	8414	6347
570	8429	6333
571	8445	6319
572	8459	6304
573	8475	6289
574	8493	6277
575	8520	6271
576	8535	6257
577	8550	6243
578	8565	6228
579	8579	6212
580	8592	6196
581	8606	6181
582	8620	6165
583	8636	6151
584	8653	6138
585	8667	6123
586	8681	6107
587	8695	6092
588	8711	6078
589	8743	6075
590	8771	6070
591	8794	6060
592	8814	6049
593	8832	6036
594	8852	6025
595	8870	6012
596	8885	5998
597	8901	5983
598	8917	5969
599	8932	5955
600	8949	5941
601	8967	5928
602	8983	5914
603	8997	5899
604	9012	5884
605	9026	5868
606	9042	5854
607	9064	5843
608	9079	5829
609	9092	5813
610	9106	5797
611	9118	5781
612	9131	5765
613	9145	5749
614	9158	5733
615	9172	5717
616	9185	5701
617	9197	5685
618	9210	5669
619	9224	5653
620	9237	5637
621	9250	5621
622	9264	5606
623	9277	5590
624	9290	5574
625	9304	5558
626	9317	5542
627	9329	5526
628	9342	5510
629	9358	5496
630	9372	5480
631	9385	5465
632	9398	5449
633	9412	5433
634	9425	5417
635	9439	5402
636	9451	5386
637	9466	5371
638	9481	5356
639	9497	5342
640	9510	5326
641	9525	5311
642	9539	5296
643	9553	5281
644	9569	5266
645	9586	5253
646	9602	5238
647	9615	5223
648	9629	5207
649	9642	5191
650	9655	5176
651	9668	5160
652	9682	5145
653	9696	5129
654	9710	5114
655	9722	5098
656	9735	5082
657	9749	5067
658	9762	5051
659	9776	5036
660	9792	5022
661	9850	5029
662	9865	5014
663	9880	4999
664	9896	4985
665	9910	4970
666	9925	4955
667	9938	4939
668	9952	4924
669	9967	4909
670	9984	4895
671	9999	4880
672	10015	4866
673	10032	4852
674	10049	4838
675	10064	4824
676	10079	4808
677	10093	4793
678	10109	4779
679	10123	4764
680	10139	4749
681	10154	4734
682	10170	4720
683	10184	4705
684	10201	4691
685	10218	4677
686	10232	4661
687	10247	4646
688	10263	4632
689	10278	4617
690	10292	4602
691	10308	4588
692	10322	4573
693	10336	4557
694	10350	4542
695	10364	4527
696	10379	4512
697	10395	4497
698	10409	4482
699	10423	4467
700	10437	4452
701	10451	4436
702	10465	4421
703	10479	4406
704	10494	4391
705	10508	4376
706	10523	4361
707	10537	4346
708	10553	4331
709	10568	4316
710	10583	4302
711	10599	4287
712	10614	4272
713	10630	4258
714	10645	4243
715	10659	4228
716	10674	4213
717	10688	4197
718	10702	4182
719	10717	4168
720	10733	4153
721	10747	4138
722	10762	4123
723	10778	4108
724	10793	4094
725	10808	4079
726	10824	4064
727	10839	4049
728	10855	4035
729	10873	4021
730	10889	4007
731	10905	3992
732	10924	3979
733	10942	3965
734	10961	3952
735	10978	3938
736	10997	3924
737	11013	3910
738	11029	3895
739	11045	3880
740	11061	3866
741	11077	3851
742	11091	3836
743	11106	3821
744	11120	3806
745	11134	3791
746	11150	3776
747	11164	3761
748	11177	3745
749	11192	3730
750	11207	3715
751	11221	3700
752	11234	3685
753	11247	3669
754	11260	3653
755	11272	3638
756	11285	3622
757	11299	3607
758	11312	3592
759	11326	3576
760	11340	3561
761	11354	3546
762	11368	3531
763	11382	3516
764	11398	3501
765	11414	3486
766	11428	3471
767	11441	3456
768	11455	3441
769	11469	3425
770	11482	3410
771	11496	3395
772	11509	3379
773	11525	3365
774	11538	3349
775	11554	3335
776	11568	3320
777	11583	3305
778	11599	3290
779	11614	3275
780	11628	3260
781	11642	3245
782	11657	3230
783	11671	3215
784	11686	3200
785	11701	3185
786	11716	3171
787	11731	3156
788	11746	3141
789	11762	3126
790	11777	3111
791	11793	3097
792	11808	3082
793	11823	3067
794	11837	3052
795	11850	3037
796	11863	3021
797	11877	3006
798	11889	2991
799	11904	2976
800	11918	2960
801	11931	2945
802	11944	2930
803	11959	2915
804	11973	2900
805	11987	2885
806	12010	2872
807	12030	2858
808	12058	2847
809	12075	2832
810	12092	2818
811	12108	2803
812	12125	2789
813	12142	2774
814	12158	2760
815	12173	2745
816	12188	2730
817	12204	2715
818	12219	2700
819	12264	2692
820	12288	2679
821	12302	2664
822	12316	2648
823	12332	2634
824	12346	2619
825	12360	2603
826	12375	2588
827	12389	2573
828	12402	2558
829	12417	2543
830	12431	2528
831	12445	2513
832	12461	2498
833	12475	2483
834	12490	2468
835	12504	2452
836	12518	2437
837	12533	2423
838	12548	2407
839	12561	2392
840	12575	2377
841	12589	2362
842	12603	2347
843	12617	2332
844	12632	2317
845	12647	2302
846	12662	2287
847	12677	2272
848	12692	2257
849	12707	2242
850	12722	2227
851	12735	2212
852	12748	2197
853	12761	2181
854	12774	2166
855	12786	2151
856	12799	2135
857	12812	2120
858	12826	2105
859	12840	2090
860	12853	2075
861	12868	2060
862	12882	2045
863	12895	2029
864	12909	2014
865	12923	1999
866	12942	1985
867	12961	1971
868	12976	1956
869	12990	1941
870	13005	1926
871	13018	1910
872	13032	1895
873	13046	1880
874	13060	1865
875	13073	1850
876	13089	1835
877	13103	1820
878	13116	1805
879	13130	1790
880	13146	1775
881	13162	1760
882	13175	1745
883	13187	1730
884	13199	1715
885	13212	1700
886	13224	1684
887	13237	1669
888	13251	1654
889	13265	1639
890	13277	1624
891	13290	1609
892	13303	1594
893	13316	1578
894	13329	1563
895	13343	1548
896	13356	1533
897	13369	1518
898	13382	1503
899	13395	1488
900	13408	1473
901	13420	1458
902	13436	1443
903	13451	1428
904	13466	1413
905	13478	1398
906	13492	1383
907	13507	1368
908	13521	1353
909	13534	1338
910	13548	1323
911	13561	1308
912	13574	1293
913	13587	1278
914	13599	1263
915	13611	1248
916	13624	1233
917	13637	1218
918	13650	1203
919	13664	1188
920	13676	1173
921	13689	1158
922	13701	1143
923	13714	1128
924	13726	1112
925	13739	1097
926	13751	1082
927	13763	1067
928	13775	1052
929	13788	1037
930	13801	1022
931	13814	1007
932	13828	993
933	13843	978
934	13857	963
935	13872	948
936	13885	933
937	13899	918
938	13912	903
939	13926	888
940	13941	874
941	13957	859
942	13971	844
943	13985	829
944	13998	814
945	14011	799
946	14024	784
947	14039	770
948	14053	755
949	14067	740
950	14080	725
951	14093	710
952	14106	695
953	14119	680
954	14133	665
955	14146	651
956	14159	636
957	14171	621
958	14184	606
959	14196	591
960	14208	576
961	14221	561
962	14233	546
963	14245	531
964	14258	517
965	14272	502
966	14302	488
967	14331	473
968	14351	459
969	14364	444
970	14379	429
971	14395	414
972	14409	399
973	14426	385
974	14440	370
975	14456	355
976	14470	340
977	14485	325
978	14499	311
979	14513	296
980	14527	281
981	14541	266
982	14555	251
983	14570	236
984	14585	222
985	14599	207
986	14612	192
987	14625	177
988	14639	162
989	14651	147
990	14666	133
991	14681	118
992	14695	103
993	14708	88
994	14722	73
995	14737	59
996	14752	44
997	14767	29
998	14779	14
999	14791	0
